PDB ID,Chain ID,Resolution,Chain Length
"4YBB","DS","2.10","103"
"4YBB","AO","2.10","88"
"4YBB","CD","2.10","209"
"4YBB","DJ","2.10","134"
"4YBB","AF","2.10","106"
"4YBB","BR","2.10","55"
"4YBB","D1","2.10","56"
"4YBB","BI","2.10","127"
"4YBB","CS","2.10","103"
"4YBB","DX","2.10","76"
"4YBB","AT","2.10","86"
"4YBB","CJ","2.10","134"
"4YBB","DO","2.10","125"
"4YBB","AK","2.10","117"
"4YBB","C1","2.10","56"
"4YBB","DE","2.10","201"
"4YBB","AB","2.10","224"
"4YBB","BN","2.10","100"
"4YBB","CX","2.10","76"
"4YBB","BE","2.10","155"
"4YBB","CO","2.10","125"
"4YBB","DT","2.10","110"
"4YBB","AP","2.10","82"
"4YBB","CE","2.10","201"
"4YBB","DK","2.10","142"
"4YBB","AG","2.10","151"
"4YBB","BS","2.10","79"
"4YBB","D2","2.10","51"
"4YBB","BJ","2.10","99"
"4YBB","CT","2.10","110"
"4YBB","DY","2.10","77"
"4YBB","AU","2.10","56"
"4YBB","CK","2.10","142"
"4YBB","DP","2.10","117"
"4YBB","AL","2.10","123"
"4YBB","C2","2.10","51"
"4YBB","DF","2.10","177"
"4YBB","AC","2.10","206"
"4YBB","BO","2.10","88"
"4YBB","CY","2.10","77"
"4YBB","BF","2.10","106"
"4YBB","CP","2.10","117"
"4YBB","DU","2.10","93"
"4YBB","AQ","2.10","80"
"4YBB","CF","2.10","177"
"4YBB","DL","2.10","123"
"4YBB","AH","2.10","129"
"4YBB","BT","2.10","86"
"4YBB","D4","2.10","64"
"4YBB","BK","2.10","117"
"4YBB","CU","2.10","93"
"4YBB","DZ","2.10","62"
"4YBB","BB","2.10","224"
"4YBB","CL","2.10","123"
"4YBB","DQ","2.10","114"
"4YBB","AM","2.10","114"
"4YBB","C4","2.10","64"
"4YBB","DG","2.10","176"
"4YBB","AD","2.10","205"
"4YBB","BP","2.10","82"
"4YBB","CZ","2.10","62"
"4YBN","A","1.90","224"
"4YBN","B","1.90","224"
"4YCA","A","1.81","294"
"4YCA","B","1.81","294"
"4YCR","A","2.30","299"
"4YCS","E","1.98","128"
"4YCS","A","1.98","128"
"4YCS","F","1.98","128"
"4YCS","B","1.98","128"
"4YCS","C","1.98","128"
"4YCS","D","1.98","128"
"4YDS","A","2.30","228"
"4YDX","A","1.60","67"
"4YE0","B","2.10","119"
"4YE0","A","2.10","119"
"4YE7","A","1.40","110"
"4YE7","B","1.40","110"
"4YEC","B","1.12","236"
"4YEC","A","1.12","126"
"4YEP","A","1.19","185"
"4YEP","B","1.19","185"
"4YF1","C","1.85","187"
"4YF1","D","1.85","187"
"4YF1","A","1.85","187"
"4YF1","B","1.85","187"
"4YGB","C","1.60","246"
"4YGB","D","1.60","104"
"4YGB","A","1.60","246"
"4YGB","B","1.60","104"
"4YGM","C","1.85","52"
"4YGM","D","1.85","52"
"4YGS","A","1.70","229"
"4YGT","A","2.13","160"
"4YH8","A","1.70","216"
"4YH8","B","1.70","71"
"4YHB","A","1.89","273"
"4YHB","B","1.89","273"
"4YHV","A","2.00","148"
"4YIF","D","2.00","164"
"4YIF","E","2.00","164"
"4YIF","A","2.00","164"
"4YIF","F","2.00","164"
"4YIF","B","2.00","164"
"4YIF","C","2.00","164"
"4YII","A","1.80","90"
"4YII","U","1.80","155"
"4YJM","A","1.95","103"
"4YJM","B","1.95","103"
"4YJM","C","1.95","103"
"4YJM","D","1.95","103"
"4YJW","A","1.80","169"
"4YK2","A","2.05","147"
"4YK2","B","2.05","147"
"4YK3","C","2.20","146"
"4YK3","D","2.20","146"
"4YK3","A","2.20","146"
"4YK3","B","2.20","146"
"4YK9","A","1.70","195"
"4YK9","F","1.70","195"
"4YKI","A","1.21","256"
"4YKI","B","1.21","256"
"4YKL","B","2.25","200"
"4YL4","A","1.10","124"
"4YLM","X","2.05","293"
"4YLQ","L","1.40","152"
"4YLQ","T","1.40","219"
"4YMH","D","1.88","240"
"4YMH","A","1.88","240"
"4YMH","B","1.88","240"
"4YMH","C","1.88","240"
"4YMI","A","1.70","233"
"4YMI","B","1.70","233"
"4YMR","B","2.40","144"
"4YMR","A","2.40","144"
"4YMU","C","2.50","220"
"4YMU","D","2.50","220"
"4YN3","B","1.95","96"
"4YNH","B","1.00","60"
"4YNH","A","1.00","60"
"4YNL","N","2.10","90"
"4YNL","A","2.10","90"
"4YNL","B","2.10","90"
"4YNL","M","2.10","90"
"4YNM","A","2.19","226"
"4YNM","B","2.19","226"
"4YNX","A","1.50","66"
"4YNX","B","1.50","66"
"4YOD","A","1.90","287"
"4YOE","A","1.92","206"
"4YOM","A","2.49","144"
"4YOR","B","1.52","229"
"4YOR","A","1.52","229"
"4YP5","A","2.21","181"
"4YP5","B","2.21","181"
"4YP5","C","2.21","181"
"4YPC","A","1.44","83"
"4YPN","A","2.07","293"
"4YQD","A","1.45","266"
"4YS2","A","1.97","84"
"4YS2","B","1.97","84"
"4YSI","A","1.02","143"
"4YSL","A","1.46","294"
"4YSL","B","1.46","294"
"4YSX","G","2.25","188"
"4YSX","H","2.25","156"
"4YSX","C","2.25","188"
"4YSX","D","2.25","156"
"4YTD","A","1.50","101"
"4YTD","B","1.50","101"
"4YTE","A","2.15","194"
"4YTK","A","1.09","130"
"4YTL","A","1.60","99"
"4YTL","B","1.60","99"
"4YTO","B","2.00","148"
"4YTO","A","2.00","148"
"4YTW","A","1.40","81"
"4YTW","B","1.40","184"
"4YTW","C","1.40","81"
"4YTW","D","1.40","184"
"4YU8","A","1.80","139"
"4YUD","A","1.28","92"
"4YUE","C","2.19","130"
"4YV4","B","1.80","58"
"4YV4","G","1.80","58"
"4YV4","C","1.80","58"
"4YV4","H","1.80","58"
"4YV4","D","1.80","58"
"4YV4","E","1.80","58"
"4YV4","A","1.80","58"
"4YV4","F","1.80","58"
"4YV9","D","1.95","284"
"4YV9","A","1.95","284"
"4YV9","B","1.95","284"
"4YV9","C","1.95","284"
"4YVO","A","1.45","165"
"4YVQ","A","2.40","105"
"4YWA","B","1.19","121"
"4YWA","C","1.19","121"
"4YWA","D","1.19","121"
"4YWA","A","1.19","121"
"4YWJ","A","1.80","276"
"4YWJ","B","1.80","276"
"4YWK","A","1.55","206"
"4YWK","B","1.55","206"
"4YWN","A","1.80","165"
"4YWN","B","1.80","165"
"4YWQ","A","1.70","170"
"4YWQ","B","1.70","170"
"4YWZ","A","1.70","152"
"4YWZ","B","1.70","152"
"4YX1","B","1.35","70"
"4YX1","A","1.35","70"
"4YX7","F","2.00","197"
"4YX7","A","2.00","73"
"4YX7","C","2.00","197"
"4YX7","D","2.00","73"
"4YXC","B","2.30","227"
"4YXP","A","1.92","275"
"4YXP","B","1.92","275"
"4YZ6","A","1.95","195"
"4Z04","A","1.45","131"
"4Z18","A","1.95","222"
"4Z18","B","1.95","222"
"4Z2O","A","1.17","134"
"4Z2Z","B","1.80","146"
"4Z2Z","A","1.80","146"
"4Z33","A","2.45","166"
"4Z33","B","2.45","166"
"4Z39","B","1.30","121"
"4Z39","A","1.30","121"
"4Z3A","A","1.72","204"
"4Z3C","C","1.57","52"
"4Z3G","A","1.45","198"
"4Z3G","B","1.45","198"
"4Z3X","E","1.85","179"
"4Z3X","F","1.85","179"
"4Z3X","G","1.85","179"
"4Z3X","H","1.85","179"
"4Z47","A","1.45","204"
"4Z48","A","1.75","246"
"4Z48","B","1.75","246"
"4Z49","A","1.70","282"
"4Z49","B","1.70","282"
"4Z4A","A","1.70","121"
"4Z4A","B","1.70","121"
"4Z58","A","2.50","71"
"4Z59","A","2.30","71"
"4Z5C","A","2.50","71"
"4Z5C","B","2.50","71"
"4Z5D","A","2.15","71"
"4Z5D","B","2.15","71"
"4Z66","C","2.50","107"
"4Z66","F","2.50","82"
"4Z66","G","2.50","107"
"4Z66","B","2.50","82"
"4Z79","A","1.54","188"
"4Z7B","A","2.02","204"
"4Z7E","A","1.50","293"
"4Z7E","B","1.50","293"
"4Z7R","A","1.98","299"
"4Z7R","B","1.98","299"
"4Z7X","A","1.55","238"
"4Z7X","B","1.55","238"
"4Z7Z","A","1.83","204"
"4Z8A","A","1.76","75"
"4Z8N","B","2.12","298"
"4Z8N","A","2.12","298"
"4Z8T","B","1.64","98"
"4Z8W","A","1.98","131"
"4Z9C","A","2.35","241"
"4Z9E","A","2.49","97"
"4Z9E","B","2.49","97"
"4Z9E","C","2.49","97"
"4Z9E","D","2.49","97"
"4Z9H","B","1.45","196"
"4Z9H","A","1.45","196"
"4ZA1","A","2.50","151"
"4ZA1","B","2.50","151"
"4ZA1","C","2.50","151"
"4ZA6","A","1.97","192"
"4ZA6","B","1.97","192"
"4ZAI","A","1.95","88"
"4ZAV","A","1.40","209"
"4ZBD","B","1.12","222"
"4ZBD","A","1.12","222"
"4ZBG","A","1.25","172"
"4ZBH","A","1.50","146"
"4ZBL","A","1.57","240"
"4ZBN","B","2.45","120"
"4ZBN","A","2.45","120"
"4ZBO","D","1.40","265"
"4ZBO","A","1.40","265"
"4ZBO","B","1.40","265"
"4ZBO","C","1.40","265"
"4ZBY","A","1.70","194"
"4ZC3","A","1.40","68"
"4ZCE","A","1.55","50"
"4ZCE","B","1.55","50"
"4ZCR","A","1.80","180"
"4ZCU","A","2.10","165"
"4ZCU","B","2.10","165"
"4ZCU","C","2.10","165"
"4ZD6","A","1.60","227"
"4ZD6","F","1.60","227"
"4ZD6","B","1.60","227"
"4ZD6","C","1.60","227"
"4ZD6","D","1.60","227"
"4ZD6","E","1.60","227"
"4ZDS","A","1.78","134"
"4ZDS","B","1.78","134"
"4ZDT","B","2.00","71"
"4ZDT","C","2.00","73"
"4ZDT","D","2.00","71"
"4ZDT","A","2.00","73"
"4ZEY","A","1.50","84"
"4ZF3","B","1.90","254"
"4ZF3","A","1.90","254"
"4ZF7","A","1.89","138"
"4ZF7","B","1.89","138"
"4ZFO","F","1.89","54"
"4ZFO","K","1.89","54"
"4ZGF","A","1.00","141"
"4ZGM","A","1.80","122"
"4ZGP","A","1.85","293"
"4ZGP","B","1.85","293"
"4ZHB","A","1.30","114"
"4ZHE","A","2.50","209"
"4ZHE","B","2.50","209"
"4ZHE","C","2.50","209"
"4ZHE","D","2.50","209"
"4ZHW","A","1.39","168"
"4ZI3","C","2.00","135"
"4ZIL","A","1.51","220"
"4ZIL","B","1.51","220"
"4ZJ9","A","2.00","150"
"4ZJH","A","1.60","208"
"4ZK1","H","1.75","218"
"4ZK1","D","1.75","218"
"4ZK1","I","1.75","218"
"4ZK1","E","1.75","218"
"4ZK1","J","1.75","218"
"4ZK1","A","1.75","218"
"4ZK1","F","1.75","218"
"4ZK1","B","1.75","218"
"4ZK1","G","1.75","218"
"4ZK1","C","1.75","218"
"4ZK6","A","1.89","300"
"4ZK6","B","1.89","300"
"4ZKA","A","1.80","100"
"4ZKA","F","1.80","100"
"4ZKA","B","1.80","100"
"4ZKA","C","1.80","100"
"4ZKA","D","1.80","100"
"4ZKA","E","1.80","100"
"4ZKJ","A","2.25","291"
"4ZKJ","B","2.25","291"
"4ZLD","A","1.60","155"
"4ZLR","A","2.30","282"
"4ZLR","B","2.30","282"
"4ZLX","A","2.31","53"
"4ZLX","B","2.31","53"
"4ZMI","A","2.30","235"
"4ZMK","A","1.50","71"
"4ZMM","A","2.50","223"
"4ZMM","B","2.50","223"
"4ZN3","B","2.30","72"
"4ZNE","A","2.42","267"
"4ZNK","A","1.93","274"
"4ZO2","A","1.09","294"
"4ZO2","B","1.09","294"
"4ZOH","B","2.20","278"
"4ZOQ","E","2.35","100"
"4ZOQ","A","2.35","100"
"4ZOQ","F","2.35","100"
"4ZOQ","B","2.35","100"
"4ZOQ","G","2.35","100"
"4ZOQ","C","2.35","100"
"4ZOQ","H","2.35","100"
"4ZOQ","D","2.35","100"
"4ZOS","B","2.20","106"
"4ZOS","C","2.20","106"
"4ZOS","D","2.20","106"
"4ZOS","A","2.20","106"
"4ZOT","A","1.40","168"
"4ZOU","A","2.15","119"
"4ZQA","A","1.65","86"
"4ZQU","A","2.09","124"
"4ZQX","A","1.46","237"
"4ZR7","B","1.86","126"
"4ZR7","C","1.86","126"
"4ZR7","D","1.86","126"
"4ZR7","A","1.86","126"
"4ZRA","A","1.83","203"
"4ZRA","C","1.83","203"
"4ZRL","B","2.28","77"
"4ZRO","D","2.06","299"
"4ZRO","A","2.06","299"
"4ZRO","B","2.06","299"
"4ZRO","C","2.06","299"
"4ZRP","C","2.10","119"
"4ZRP","D","2.10","119"
"4ZSF","A","1.80","272"
"4ZSI","B","1.65","171"
"4ZSI","A","1.65","171"
"4ZTT","D","1.83","166"
"4ZTT","E","1.83","166"
"4ZTT","A","1.83","166"
"4ZTT","F","1.83","166"
"4ZTT","B","1.83","166"
"4ZTT","C","1.83","166"
"4ZU4","C","1.70","148"
"4ZU4","D","1.70","148"
"4ZU4","E","1.70","148"
"4ZU4","A","1.70","148"
"4ZU4","F","1.70","148"
"4ZU4","B","1.70","148"
"4ZU5","B","1.80","144"
"4ZU5","A","1.80","144"
"4ZUA","A","2.50","178"
"4ZUA","B","2.50","178"
"4ZV0","B","1.40","94"
"4ZV0","A","1.40","163"
"4ZV5","A","1.57","91"
"4ZV5","B","1.57","91"
"4ZV9","C","2.00","238"
"4ZV9","D","2.00","238"
"4ZV9","E","2.00","238"
"4ZV9","A","2.00","238"
"4ZV9","F","2.00","238"
"4ZV9","B","2.00","238"
"4ZVA","A","2.00","165"
"4ZVA","B","2.00","165"
"4ZVC","A","1.50","126"
"4ZVC","B","1.50","126"
"4ZVF","A","1.15","172"
"4ZWQ","E","2.35","157"
"4ZWQ","A","2.35","157"
"4ZWQ","F","2.35","157"
"4ZWQ","B","2.35","157"
"4ZWQ","G","2.35","157"
"4ZWQ","C","2.35","157"
"4ZWQ","D","2.35","157"
"4ZY7","A","1.70","143"
"4ZY7","B","1.70","143"
"4ZY8","A","2.14","181"
"4ZY8","B","2.14","181"
"4ZY8","C","2.14","181"
"4ZY8","D","2.14","181"
"4ZYA","B","1.65","77"
"4ZYA","A","1.65","77"
"4ZYE","A","1.85","164"
"4ZYL","A","1.80","163"
"4ZYL","B","1.80","163"
"4ZZ1","A","1.35","210"
"4ZZ5","A","1.29","138"
"4ZZ5","B","1.29","138"
"4ZZF","A","2.17","146"
"5A0L","B","1.35","210"
"5A0L","A","1.35","210"
"5A0N","A","1.30","220"
"5A0Y","C","1.10","249"
"5A0Y","F","1.10","249"
"5A12","A","1.40","242"
"5A12","B","1.40","242"
"5A12","C","1.40","242"
"5A12","D","1.40","242"
"5A12","E","1.40","242"
"5A1M","A","1.81","104"
"5A1Q","A","1.60","71"
"5A1Q","B","1.60","71"
"5A35","A","1.50","120"
"5A3D","A","1.80","115"
"5A3D","B","1.80","115"
"5A49","D","2.10","89"
"5A49","I","2.10","89"
"5A49","E","2.10","89"
"5A49","J","2.10","89"
"5A49","A","2.10","89"
"5A49","F","2.10","89"
"5A49","B","2.10","89"
"5A49","G","2.10","89"
"5A49","C","2.10","89"
"5A49","H","2.10","89"
"5A4A","A","1.70","208"
"5A4O","B","1.76","75"
"5A4O","A","1.76","75"
"5A4R","A","2.25","170"
"5A51","A","1.60","177"
"5A51","B","1.60","177"
"5A53","A","2.40","65"
"5A5H","B","2.32","240"
"5A5H","D","2.32","240"
"5A5H","F","2.32","240"
"5A5H","H","2.32","240"
"5A62","A","1.50","277"
"5A67","A","1.30","212"
"5A6S","A","1.90","294"
"5A7Z","A","2.10","269"
"5A89","B","1.65","156"
"5A89","A","1.65","156"
"5A8I","A","1.75","214"
"5A8S","A","1.72","254"
"5A8U","A","1.61","253"
"5A98","A","1.82","248"
"5A99","A","1.51","248"
"5A9D","A","2.10","189"
"5A9D","B","2.10","189"
"5A9G","B","1.35","236"
"5A9G","A","1.35","236"
"5A9H","A","2.06","194"
"5A9P","A","1.48","248"
"5A9T","A","1.50","290"
"5AAR","A","1.87","185"
"5AB8","A","1.53","125"
"5ABR","A","2.11","126"
"5ABR","B","2.11","126"
"5ABS","A","1.74","66"
"5ABV","B","2.13","70"
"5ABV","D","2.13","70"
"5ABV","F","2.13","70"
"5ABV","H","2.13","70"
"5AD1","A","1.32","290"
"5AE0","A","1.04","221"
"5AEA","A","1.90","118"
"5AEA","B","1.90","118"
"5AEJ","B","1.90","152"
"5AEJ","C","1.90","152"
"5AEJ","D","1.90","152"
"5AEJ","A","1.90","152"
"5AEO","A","1.80","167"
"5AEO","B","1.80","167"
"5AF0","A","2.40","261"
"5AF0","B","2.40","261"
"5AF0","C","2.40","261"
"5AF0","D","2.40","261"
"5AF3","A","1.78","241"
"5AF3","B","1.78","241"
"5AFD","A","1.65","300"
"5AFW","A","1.60","174"
"5AG8","B","1.90","168"
"5AG8","A","1.90","168"
"5AGJ","A","2.00","261"
"5AGR","A","1.30","232"
"5AHW","C","2.15","147"
"5AHW","D","2.15","147"
"5AHW","E","2.15","147"
"5AHW","A","2.15","147"
"5AHW","F","2.15","147"
"5AHW","B","2.15","147"
"5AIM","A","1.40","100"
"5AIM","B","1.40","100"
"5AIZ","A","1.70","124"
"5AJS","C","2.30","68"
"5AJS","D","2.30","68"
"5AJS","A","2.30","68"
"5AJS","B","2.30","68"
"5AJT","C","2.43","274"
"5AJT","D","2.43","274"
"5AJT","A","2.43","274"
"5AJT","B","2.43","274"
"5AKO","C","2.40","179"
"5AKO","D","2.40","179"
"5AMT","B","1.62","125"
"5AMT","A","1.62","125"
"5AN6","A","2.40","123"
"5AN6","B","2.40","123"
"5AN6","C","2.40","123"
"5ANP","A","1.40","277"
"5ANP","B","1.40","277"
"5ANR","A","2.10","258"
"5AO9","A","1.58","286"
"5AON","B","1.65","53"
"5AON","C","1.65","53"
"5AON","D","1.65","53"
"5AON","E","1.65","53"
"5AON","A","1.65","53"
"5AOO","C","2.10","223"
"5AOO","A","2.10","253"
"5AOT","A","1.02","106"
"5AOZ","A","1.14","169"
"5AP8","B","2.25","166"
"5AP8","C","2.25","166"
"5AP8","A","2.25","166"
"5APA","A","2.05","220"
"5APG","C","1.60","185"
"5APG","A","1.60","185"
"5APG","B","1.60","185"
"5APZ","A","1.60","120"
"5AQ0","A","0.95","82"
"5AQ0","B","0.95","82"
"5AQC","A","1.66","205"
"5AQC","B","1.66","205"
"5AQM","B","1.63","118"
"5AQM","D","1.63","118"
"5AR6","A","1.25","122"
"5AUL","A","1.10","109"
"5AUN","A","1.63","139"
"5AUN","B","1.63","248"
"5AV5","B","2.40","104"
"5AV5","G","2.40","133"
"5AV5","C","2.40","133"
"5AV5","H","2.40","129"
"5AV5","D","2.40","129"
"5AV5","E","2.40","139"
"5AV5","A","2.40","139"
"5AV5","F","2.40","104"
"5AV6","H","2.20","129"
"5AV6","D","2.20","129"
"5AV6","E","2.20","139"
"5AV6","A","2.20","139"
"5AV6","F","2.20","104"
"5AV6","B","2.20","104"
"5AV6","G","2.20","133"
"5AV6","C","2.20","133"
"5AV8","E","2.20","139"
"5AV8","A","2.20","139"
"5AV8","F","2.20","104"
"5AV8","B","2.20","104"
"5AV8","G","2.20","133"
"5AV8","C","2.20","133"
"5AV8","H","2.20","129"
"5AV8","D","2.20","129"
"5AV9","A","2.20","139"
"5AV9","F","2.20","104"
"5AV9","B","2.20","104"
"5AV9","G","2.20","133"
"5AV9","C","2.20","133"
"5AV9","H","2.20","129"
"5AV9","D","2.20","129"
"5AV9","E","2.20","139"
"5AVB","B","2.40","104"
"5AVB","G","2.40","133"
"5AVB","C","2.40","133"
"5AVB","H","2.40","129"
"5AVB","D","2.40","129"
"5AVB","E","2.40","139"
"5AVB","A","2.40","139"
"5AVB","F","2.40","104"
"5AVC","H","2.40","129"
"5AVC","D","2.40","129"
"5AVC","E","2.40","139"
"5AVC","A","2.40","139"
"5AVC","F","2.40","104"
"5AVC","B","2.40","104"
"5AVC","G","2.40","133"
"5AVC","C","2.40","133"
"5AWE","A","2.45","210"
"5AWS","A","2.00","282"
"5AWS","B","2.00","282"
"5AX2","A","2.40","89"
"5AYQ","A","1.70","138"
"5AYQ","B","1.70","138"
"5AYS","C","2.09","112"
"5AYS","D","2.09","112"
"5AZB","A","1.60","300"
"5AZW","A","1.50","96"
"5AZW","B","1.50","96"
"5AZX","C","1.58","103"
"5AZX","D","1.58","103"
"5AZX","A","1.58","103"
"5AZX","B","1.58","103"
"5B08","A","1.33","104"
"5B08","B","1.33","104"
"5B0N","A","1.80","224"
"5B0N","B","1.80","224"
"5B0W","E","1.70","291"
"5B0W","F","1.70","291"
"5B0W","A","1.70","291"
"5B0W","G","1.70","291"
"5B0W","B","1.70","291"
"5B0W","D","1.70","291"
"5B0Z","G","1.99","133"
"5B0Z","C","1.99","133"
"5B0Z","H","1.99","129"
"5B0Z","D","1.99","129"
"5B0Z","E","1.99","139"
"5B0Z","A","1.99","139"
"5B0Z","F","1.99","106"
"5B0Z","B","1.99","106"
"5B1A","U","1.50","85"
"5B1A","I","1.50","73"
"5B1A","Q","1.50","147"
"5B1A","E","1.50","109"
"5B1A","V","1.50","73"
"5B1A","J","1.50","59"
"5B1A","R","1.50","109"
"5B1A","F","1.50","98"
"5B1A","W","1.50","59"
"5B1A","K","1.50","56"
"5B1A","B","1.50","227"
"5B1A","S","1.50","98"
"5B1A","G","1.50","85"
"5B1A","X","1.50","56"
"5B1A","O","1.50","227"
"5B1A","C","1.50","261"
"5B1A","T","1.50","85"
"5B1A","H","1.50","85"
"5B1A","P","1.50","261"
"5B1A","D","1.50","147"
"5B1L","B","2.35","106"
"5B1L","G","2.35","133"
"5B1L","C","2.35","133"
"5B1L","H","2.35","129"
"5B1L","D","2.35","129"
"5B1L","E","2.35","139"
"5B1L","A","2.35","139"
"5B1L","F","2.35","106"
"5B1M","C","2.34","133"
"5B1M","H","2.34","129"
"5B1M","D","2.34","129"
"5B1M","E","2.34","139"
"5B1M","A","2.34","139"
"5B1M","F","2.34","106"
"5B1M","B","2.34","106"
"5B1M","G","2.34","133"
"5B1N","A","1.33","69"
"5B21","A","2.24","114"
"5B21","B","2.24","114"
"5B23","A","2.20","234"
"5B23","B","2.20","234"
"5B31","H","2.20","129"
"5B31","D","2.20","129"
"5B31","E","2.20","139"
"5B31","A","2.20","139"
"5B31","F","2.20","106"
"5B31","B","2.20","106"
"5B31","G","2.20","131"
"5B31","C","2.20","133"
"5B32","E","2.35","139"
"5B32","A","2.35","139"
"5B32","F","2.35","106"
"5B32","B","2.35","106"
"5B32","G","2.35","131"
"5B32","C","2.35","133"
"5B32","H","2.35","129"
"5B32","D","2.35","129"
"5B3D","B","2.30","140"
"5B3D","C","2.30","140"
"5B3D","D","2.30","140"
"5B3D","A","2.30","140"
"5B3P","A","1.65","134"
"5B42","A","1.35","102"
"5B4B","A","1.60","248"
"5B4B","B","1.60","248"
"5B5I","A","1.60","74"
"5B5I","B","1.60","74"
"5B5O","A","1.20","172"
"5B5O","B","1.20","172"
"5B5Q","A","1.70","243"
"5B5S","A","1.50","207"
"5B5Z","A","1.60","282"
"5B5Z","B","1.60","282"
"5B6C","A","1.55","174"
"5B71","E","2.11","110"
"5B71","F","2.11","110"
"5B74","A","2.04","182"
"5B74","B","2.04","127"
"5B77","A","1.55","131"
"5B7G","B","1.40","249"
"5B7G","A","1.40","249"
"5B7H","A","1.49","219"
"5B7H","B","1.49","219"
"5B7W","A","2.08","169"
"5B7W","B","2.08","169"
"5B7Y","A","1.32","290"
"5B7Y","B","1.32","290"
"5B82","A","2.00","191"
"5B8D","A","1.05","107"
"5B8F","B","1.45","164"
"5B8F","C","1.45","164"
"5B8F","A","1.45","164"
"5BKB","A","1.58","295"
"5BKB","B","1.58","295"
"5BKE","A","2.15","295"
"5BKE","F","2.15","295"
"5BKE","B","2.15","295"
"5BKE","G","2.15","295"
"5BKE","C","2.15","295"
"5BKE","D","2.15","295"
"5BKE","E","2.15","295"
"5BMO","C","1.92","246"
"5BMO","A","1.92","246"
"5BMO","B","1.92","246"
"5BMQ","A","2.05","243"
"5BMT","A","1.50","239"
"5BMT","B","1.50","239"
"5BNC","B","2.25","252"
"5BNC","A","2.25","252"
"5BNH","A","1.70","123"
"5BNH","D","1.70","123"
"5BNX","C","2.31","70"
"5BOB","A","1.50","226"
"5BOB","B","1.50","226"
"5BOB","C","1.50","226"
"5BOB","D","1.50","226"
"5BOB","E","1.50","226"
"5BOI","A","1.80","246"
"5BOX","A","2.50","263"
"5BOX","B","2.50","263"
"5BOX","C","2.50","263"
"5BOX","D","2.50","263"
"5BP9","A","1.50","281"
"5BPB","D","2.20","149"
"5BPB","A","2.20","149"
"5BPB","B","2.20","149"
"5BPB","C","2.20","149"
"5BPD","A","2.40","264"
"5BPD","B","2.40","264"
"5BPD","C","2.40","264"
"5BPD","D","2.40","264"
"5BPJ","A","1.76","208"
"5BPK","C","1.49","225"
"5BPK","D","1.49","225"
"5BPX","A","1.88","153"
"5BPZ","A","2.18","169"
"5BQ1","A","1.60","209"
"5BQ5","A","2.10","189"
"5BQ5","B","2.10","189"
"5BQ5","C","2.10","189"
"5BQ8","A","2.00","122"
"5BQ8","C","2.00","122"
"5BQP","C","1.70","179"
"5BQP","D","1.70","179"
"5BQP","A","1.70","179"
"5BQP","B","1.70","179"
"5BRK","B","2.30","111"
"5BS1","C","1.60","123"
"5BS1","D","1.60","123"
"5BS1","A","1.60","123"
"5BS1","B","1.60","123"
"5BS8","B","2.40","253"
"5BS8","D","2.40","253"
"5BSE","F","1.70","277"
"5BSE","B","1.70","277"
"5BSE","G","1.70","277"
"5BSE","C","1.70","277"
"5BSE","H","1.70","277"
"5BSE","D","1.70","277"
"5BSE","I","1.70","277"
"5BSE","E","1.70","277"
"5BSE","J","1.70","277"
"5BSE","A","1.70","277"
"5BTD","B","2.50","253"
"5BTD","D","2.50","253"
"5BTG","B","2.50","253"
"5BTG","D","2.50","253"
"5BTI","B","2.50","253"
"5BTI","D","2.50","253"
"5BTL","B","2.50","253"
"5BTL","D","2.50","253"
"5BTN","D","2.50","253"
"5BTN","B","2.50","253"
"5BTW","A","1.20","146"
"5BTW","B","1.20","146"
"5BU3","B","1.90","184"
"5BU3","C","1.90","184"
"5BU3","D","1.90","184"
"5BU3","A","1.90","184"
"5BU5","C","1.95","233"
"5BU5","D","1.95","233"
"5BU5","E","1.95","233"
"5BU5","A","1.95","233"
"5BU5","F","1.95","233"
"5BU5","B","1.95","233"
"5BU8","A","2.20","199"
"5BUA","A","1.81","200"
"5BUM","A","2.50","50"
"5BUM","B","2.50","50"
"5BUV","B","1.75","178"
"5BUV","C","1.75","178"
"5BUV","A","1.75","178"
"5BUW","A","1.80","196"
"5BUW","B","1.80","196"
"5BVR","A","1.46","236"
"5BW0","A","2.00","177"
"5BW0","C","2.00","177"
"5BW0","E","2.00","177"
"5BW0","G","2.00","177"
"5BWJ","A","2.05","227"
"5BWJ","B","2.05","227"
"5BWJ","C","2.05","227"
"5BWJ","D","2.05","227"
"5BX1","A","1.90","157"
"5BXC","A","1.40","298"
"5BXD","D","1.80","107"
"5BXD","E","1.80","107"
"5BXD","A","1.80","107"
"5BXD","B","1.80","107"
"5BXD","C","1.80","107"
"5BXG","A","1.90","162"
"5BXU","A","1.35","164"
"5BY1","B","1.75","84"
"5BY1","A","1.75","84"
"5BY4","A","1.70","110"
"5BY5","A","1.20","146"
"5BY8","A","1.51","231"
"5BY8","B","1.51","85"
"5BYK","A","1.28","259"
"5C04","A","1.45","153"
"5C04","B","1.45","153"
"5C0P","A","1.53","298"
"5C0Z","A","1.12","105"
"5C0Z","B","1.12","105"
"5C0Z","C","1.12","105"
"5C0Z","D","1.12","105"
"5C10","A","1.55","278"
"5C17","A","1.24","209"
"5C1E","A","1.75","299"
"5C1M","A","2.10","296"
"5C22","B","2.30","279"
"5C22","C","2.30","279"
